,shop_comment
1048,"很大一瓶，味道真的非常非常香，但我个人比较喜欢清淡的，质地比较稀薄，我是冬天用的，刚刚涂上很水润也不油腻，但是保湿不持久，干痒也没怎么缓解，可能春夏比较适合吧。...,本来担心身体乳会油，但是这个身体乳很让我惊喜，真的是完全不油的。相当清爽，吸收洗起来也特别的快。我的皮肤不算特别干，然后这款用起来真的蛮舒服水润的。性价比也是超级好的。一大瓶一个冬天都能水水的。赞...,易吸收不油腻，不堵塞毛孔。不添加防腐剂，是个好东东...,冬天我的腿真的很爱起皮，每天晚上睡前用一点这个乳液，完全不担心腿上再起皮...,这几天天气干燥了。拿出来用用，感觉舒服了很多。还有种淡淡的香味。...,质地稀疏 味道是让人舒心的香味 不会很浓或者很淡的那种...,保湿效果很不错，延展性也很好，用后感觉肌肤水润了不少，还不起皮了...,超爱它的味道，涂完满屋都是香香的，但是用了会搓泥啊，太悲催了！第二天的手感倒是很柔软滑腻，哎，又爱又恨...,清爽型的润肤露，很水润，保湿效果就没那么好了...,大爱他家的东西..."
1049,"感觉不大...,就用这个一直都是...,非常好...,我很喜欢...,向大家推荐一款好用的（保湿美白 功效）产品，肌肤补水很重要！温度每升高一摄氏度，你的肌肤水分就有可能被蒸发10%！ 所以每天喝足够的水很重要，除了补充身体所需的水分之外，还能帮助新陈代谢。保湿永远是护肤的首...,说到面膜，大家肯定用过不少了吧。 现在的生活压力大，不少人常常为了工作或者其他的熬夜通宵。 这时候，最需要的就是一款可以补救的面膜。 睡眠面膜就是这时候需要的，在睡觉的时候敷上面膜，醒来后皮肤变得明亮水嫩...,这款超保湿的，涂在脸上很水，锁水效果也很好，一天下来脸上还是润润的，我实干性肌肤，这一款真的很适合，很喜欢它的淡淡的香味...,第一次使用歌丽诗这个牌子的产品，感觉很不错，期待后续完美效果。会上来向JMS报告战果啦！...,性价比很低...,皮肤还是蛮不错的，挺水润的。可能还是有点依赖性的吧，她说不用不舒服。..."
1050,"爱这款...,很好 推荐给大家...,好东西...,支持这个品牌...,还不错...,好...,还可以，一般...,一直以来女人最怕的就是时间，年龄到了一定的岁月就会露出痕迹。为了对抗地心引力用尽了各种办法，但最终效果，最有效的还是他莫属！...,刚刚浮现细纹的眼周使用了它，犹如喝饱了春雨的新芽，细嫩又紧致了！...,这款眼霜是我用的第一款眼霜，非常经用，用了很久，还剩下大半瓶，没有特别突出哪方面的作用，但是哪方面的作用都不差！..."
1051,"还不错...,不得不爱啊...,大爱他家的东西...,卸底妆和防晒都很干净，不堵塞毛孔，不过度清洁 性价比高...,近期超爱的这个歌丽诗卸妆水，质地细腻，又方便使用，搭配正流行的颜色，妆感光亮饱满！...,我的卸妆品比较多，大部分都是冲着包装去的，这款歌丽诗的卸妆水质地很好，又方便补妆。这款卸妆品真的很赞！上妆在效果很好！...,不是那么的好用...,清水洗净过后，手背特别的柔软，这种舒服让皮肤显得很有自然的光泽。自然而然间给了皮肤洗完盘子之后的清透，不仅告别污垢，更回到了水润。...,水洗过以后也没有残留什么油腻感，不过我习惯性地再用洗面奶洗一下，卸妆效果也没话说。看着好像蛮厚重的，抹在手上打打圈很容易抹开，抹上其实觉得还是有点油腻的，需要等段时间才觉得清爽了，不过貌似鼻翼两侧还是...,凑合用着..."
1052,"推荐给大家...,这款口碑不错的...,真好，不错...,非常棒的产品...,喜欢这个品牌...,第一次使用歌丽诗这个牌子的产品，感觉很不错，期待后续完美效果。会上来向JMS报告战果啦！...,本来当初买的时候也没指望一款洁面能带来什么其它的效果，洗的干净就好...,说到面膜，大家肯定用过不少了吧。 现在的生活压力大，不少人常常为了工作或者其他的熬夜通宵。 这时候，最需要的就是一款可以补救的面膜。 睡眠面膜就是这时候需要的，在睡觉的时候敷上面膜，醒来后皮肤变得明亮水嫩...,含有相当多油性滋润成分。我当卸妆乳使用，然后用水冲洗，对防晒隔离的效果不错。好像还比较干净，省掉卸妆的步骤了...,非常好..."
1053,"大力推荐...,挺好的...,非常棒的产品...,还行吧...,没有说的好...,能快速改善肌肤干燥，暗哑情况，同时还能为肌肤保鲜。...,第一次使用歌丽诗这个牌子的产品，感觉很不错，期待后续完美效果。会上来向JMS报告战果啦！...,一到冬天，肌肤就超级容易干燥，尤其是手部、脚步和腿部。只需要少量就可以有效达到滋润保湿的效果，用量省，香气持久。使用后，肌肤滋润不干燥，效果特别持久。...,再也不用了...,相当不错！有好感，会再买来用哦！..."
1054,"还会回购的...,非常棒的产品...,我很喜欢...,大爱他家的东西...,灰常好...,还行吧...,推荐给大家...,最喜欢他们家的品牌，味道也是我的大爱...,很好用，不油腻，很容易摊开，刚开始用就觉得挺好的，味道淡淡的，很清爽，不像有的润肤乳一样用了不想再用了...,用在皮肤上，感觉效果很明显，没有干燥的感觉，脱皮现象都好了许多~..."
1056,"本着买来玩玩的心态，用了一半没再用了，每次都会抠很多，因为怕用不完。。。
浴盐里面的颗粒真的前所未有的粗大，我觉得即使轻轻打圈，都会痛，不过搓到融化后，感觉会爆出一粒粒水珠，混着浓浓的薄荷精油从身上翻滚...,买了它家大罐的纤体系列身体去角质，里面是不同颗粒的海盐，一周用一次，腿上的”鸡皮肤“明显好了很多，用完之后身体超级光滑，已经用了第三罐了。。。..., 【昵 称】：Yuki_樣 【工作 QQ】：1617392815 【网络身份】：美容撰稿人、平面模特、知名淘女郎，各大女性网站时尚达人、美容达人。 淘宝“顽兔达人私密party”嘉宾，“妖精的口袋”试衣模特，《放开那三国》手游推...,
	COLLISTAR歌丽诗磨砂浴盐:含芳香油焕发生机的海盐磨砂膏 。


	特点: Collistar歌丽诗磨砂浴盐，它具有使肌肤焕发生机。 精选若干芳香油(芳香疗法) 。 Collistar歌丽诗磨砂浴盐的特色是综合了颗粒化海盐的优异...,在这严寒的冬天， 从身体开始温暖， 让干燥的肌肤得以滋润。  具有去角质和滋润功能的浴盐。 天然精油的香味，闻着很舒服，味道清新让人有放松的效果。  天然的淡黄色颗粒，在溶解之前就是湿润的状态。  加入热水，浴...,为了去身上的痘痘买的 结果效果还不及几块钱的上海硫磺皂 这款看起来分量足 其实用着也挺费的 初用倒是很惊艳 洗完之后 皮肤极其光滑 味道也是很清爽的 但是用久了就觉得不好抹开 每次用这个洗澡都很麻烦 最主要的是...,非常棒的产品...,非常好...,一直在用这款...,一次要弄掉我好几大勺呢。。。也去不了角质哎。。。还不如倒在毛巾上，来回搓澡打磨来的效果好，还说倒在浴缸里用嘞。。。有用伐啦，真是的。。..."
1058,"真的很轻薄...,不是那么的好用...,薄薄一层，延展性很好，又能改善肤色...,性价比比较高的产品，防晒效果还算可以啊，滋润很好，质地比较清爽，不油腻，很适合我的肌肤啊...,先用着，不会再买...,...,就那样吧，一般...,效果可以说真心没有，用了之后皮肤很伤。...,凑合用着...,用它不会被晒黑..."
1079,"推荐给大家...,还行吧...,只用这款...,...,~味道很好闻~稍稍一抹脸上的角质皮屑就出来了，带走肌肤的角质层，更好的吸收接下来的护肤产品哦，用后肌肤细白，清洁干净了很多，很清透，肌肤饱满自由呼吸，细滑，摸上去柔滑，看起来细腻了很多...,能温和的去除老废角质，促进细胞更新、洁净肌肤，使肌肤柔细、平滑更透明。...,使用时需要注意手法，力道不能太大，要不容易损伤皮肤，但是用后觉得效果还是不错的，光光滑滑的！...,...,不太好，有酒精的味道，长时间使用下来皮肤是白了点，但是皮肤变薄了，容易敏感，个人不推荐这样的美白产品，不太安全...,一般我都是一周去角质一次的，这样会比较好~这款去角质的产品，很温和，至少用好以后不会有刺激的感觉，毛孔里面能看到洗的比较干净敏感肌肤也可以考虑..."
1081,"挺好的...,好东西...,挺好的...,用起来还行...,洗完脸之后轻轻地拍在面部肌肤上面，可以有效地保持肌肤的水油平衡，令肌肤全日感觉十分清爽自然。...,凑合用着...,质量还可以...,这个产品真不知道该怎么说，因为是护肤的，效果也是要看长久用下来怎么样，才用了几天明显改善肌肤松弛干燥，晦暗，肤色不均匀的现象，个人感觉是挺好的，用完了还会买的......,可以尝试，不是适用所有人...,虽然不是很明显，但是用下来感觉皮肤的肤色均匀了很好，而且之前嘴巴那肤色偏暗，现在都好了很多，特别好的产品，很喜欢..."
1083,"if的味道确实不怎么好，就像是熬好的中药药汁的味道QAQ不过使用感很棒，起码皮肤状态很稳定，我去年和前年五月份都过敏，今年竟然这么平安的度过了，撒小花~(≧▽≦)/~ps:就是性价比太低了T^T...,实际价格记不起来了。官网经常卖到断货，我用过觉得还好。可能我油皮不适合吧，加上IF家东西的产量都不是大批量，听说完全都是纯手工萃取，所以产量有限。但是这家的香味和舒适度是我非常爱的。。。只是产品还是要因...,这个不错的...,感觉不大...,具有优异的稳定性，直达肌肤深处，滋润肌肤的同时，引导理想透明感，滋润美白效果很是不错呢，赞一个哈...,没有感觉...,没用过这么难用的...,非常注重皮肤的水分补充、美白效果及抗老保养，持续护肤十年以上。与之前使用的比较，保湿感受的提升非常明显。连续一周涂抹后，发现皮肤由晒伤黑色逐渐变回原本肤色，晒伤的皮肤得到滋润，发干发紧的感觉减轻，脱皮...,还OK啦，无功无过...,一起买的水和乳，配合在一起使用。我是混合性皮肤，T区有油，脸部有点干。这款乳液比较好吸收，用量也省，。刚开始擦的时候比较滋润，到了下午脸摸起来就不是那么光滑了。总体感觉洋溢度上还可以。，..."
